,x,z,spin_rate,release_velo,pitch_type,bats,release_x,release_y,release_z,pfx_x,pfx_z,extension,throws,pitch_result,ump,pitcherid,catcherid,all_star,ball_count,strike_count,baserunner_count,out_count
2678,-12.23141548,20.64002101,2514.413605,94.06988323,SL,L,-1.6,53.92,5.72,1.23,4.11,6.5760000000000005,R,ball,17,3,10,before,1,2,0,2
2679,14.53058755,32.60744259,2484.976266,96.39055577,FF,R,-1.59,53.61,5.71,-3.71,9.65,6.89,R,ball,17,3,10,before,0,1,0,0
2680,18.51966648,30.51445417,2413.5233989999997,96.80271322,FF,R,-1.43,53.22,5.65,-3.1,9.74,7.285,R,ball,17,3,10,before,0,2,0,1
2681,14.02998072,35.21968796,2380.259361,95.98085440000001,FF,R,-1.43,53.16,5.63,-3.16,9.54,7.345,R,called_strike,17,3,10,before,0,0,0,2
2682,3.7086650660000005,31.30882934,1798.9853260000002,88.93059123,CH,L,-1.67,53.76,5.52,-9.65,2.21,6.74,R,called_strike,17,3,10,before,0,1,0,0
2683,-2.519579335,18.58943073,2448.433688,92.62856637,SL,L,-1.7,53.94,5.56,3.36,3.66,6.558,R,ball,17,3,10,before,0,2,0,0
2684,7.6688825529999995,42.48035431,2493.985173,97.31030557,FF,R,-1.38,53.66,5.6,-3.01,9.97,6.845,R,ball,17,3,10,before,1,2,1,0
2685,8.75917836,55.70292751,2477.039287,96.55823494,FF,L,-1.51,53.63,5.58,-2.96,10.13,6.867999999999999,R,ball,17,3,10,before,0,0,1,1
2686,-11.98882779,33.68130989,2507.361129,97.32899833,FF,L,-1.59,53.41,5.55,-5.49,10.12,7.0889999999999995,R,ball,17,3,10,before,2,1,1,1
2687,-1.245347719,39.445468299999995,2517.54936,97.05274846,FF,L,-1.41,53.46,5.56,-4.04,9.11,7.042000000000001,R,called_strike,17,3,10,before,3,1,1,1
2688,-3.226705167,33.87448288,1830.364627,89.1183474,CH,L,-1.4,53.03,5.5,-8.95,0.37,7.468999999999999,R,called_strike,17,3,10,before,3,1,1,1
2689,-8.665122164,44.60658858,2442.6871969999997,92.39321405,SL,L,-1.65,53.87,5.57,2.12,2.84,6.626,R,ball,17,3,10,before,3,2,1,1
2690,16.64340582,21.78200045,2294.4686070000002,92.05871792,SL,R,-1.32,53.8,5.57,-0.36,3.2,6.704,R,ball,17,3,10,before,0,2,2,1
2691,18.65804192,32.11066481,2340.2224539999997,95.77943896,FF,R,-1.36,53.76,5.59,-4.12,9.7,6.7379999999999995,R,ball,17,3,10,before,2,2,2,1
2692,4.79854341,15.35989481,1777.365832,89.92005626,CH,L,-1.52,53.48,5.44,-9.9,1.84,7.021,R,ball,17,3,10,before,0,0,2,2
2693,-9.986632925,37.88583333,2520.134602,97.13932744,FF,L,-1.61,53.87,5.53,-3.55,10.48,6.627000000000001,R,called_strike,17,3,10,before,1,1,2,2
2694,-7.189560427000001,16.75224873,1709.372098,91.61828055,CH,L,-1.48,53.43,5.49,-9.28,4.09,7.07,R,ball,17,3,10,before,0,1,3,2
2695,6.3352208260000005,41.93980282,2532.05573,97.44875647,FF,L,-1.43,53.5,5.55,-3.94,10.25,6.997999999999999,R,ball,17,3,10,before,1,2,3,2
2696,5.639155859,29.5443499,2306.3444600000003,94.15785533,FF,R,-1.74,53.83,5.62,-3.32,10.53,6.672000000000001,R,called_strike,17,3,10,before,0,0,0,1
2697,2.893650422,11.50960828,1706.94395,88.83666373,CH,R,-1.38,52.79,5.54,-10.54,3.22,7.7139999999999995,R,ball,17,3,10,before,0,1,1,1
2698,-4.056301508,41.71199257,1751.3888100000001,88.54246719,CH,L,-1.47,53.14,5.55,-6.24,2.5,7.359,R,ball,17,3,10,before,0,1,0,1
2699,11.79756148,39.72155668,2239.202776,94.72904052,FF,R,-1.35,53.87,5.65,-2.26,6.44,6.632999999999999,R,ball,17,3,10,before,0,0,1,1
2700,-5.639651438,28.01753709,,81.0081105,CB,L,-1.68,54.1,5.79,4.1,-1.66,6.395,R,called_strike,17,3,10,before,0,0,0,0
2701,-17.517256600000003,29.53169295,2736.790985,81.72852308,CB,L,-1.7,54.01,5.75,5.72,-2.39,6.489,R,ball,17,3,10,before,0,1,0,0
2702,-6.743252686,22.50245493,2468.512909,91.60130028,SL,L,-1.81,53.71,5.64,1.45,5.65,6.785,R,called_strike,17,3,10,before,1,1,0,0
2703,-9.277719065,53.80925073,2400.333341,94.85995717,FF,L,-1.69,53.97,5.63,-3.72,9.26,6.527,R,ball,17,3,10,before,1,2,0,0
2704,-2.627586522,11.14539166,2543.896082,90.82875551,SL,L,-1.72,53.73,5.61,2.82,4.71,6.773,R,ball,17,3,10,before,2,2,0,0
2705,5.4955043539999995,13.05351505,2564.3152010000003,82.92108807,CB,L,-1.59,54.0,5.68,3.55,-1.61,6.499,R,ball,17,3,10,before,3,2,0,0
2706,-0.443387465,35.25541407,1687.260457,88.22171402,CH,L,-1.38,53.62,5.71,-7.62,1.03,6.876,R,called_strike,17,3,10,before,0,0,2,0
2707,27.5397626,24.51559944,2301.125403,91.79856672,SL,R,-1.43,53.68,5.53,1.12,3.42,6.82,R,ball,17,3,10,before,0,0,#VALUE!,
2708,4.310752585,40.91905099,2243.028015,95.81086264,FF,R,-1.6,53.46,5.71,-3.32,9.02,7.042999999999999,R,called_strike,50,3,10,before,0,0,0,0
2709,6.466566883,24.3827488,2326.227979,96.17836062,FF,R,-1.57,53.46,5.73,-3.17,9.93,7.039,R,called_strike,50,3,10,before,0,1,0,0
2710,-12.01137528,34.32004932,2366.973582,96.29086735,FF,R,-1.6,53.71,5.68,-3.27,10.44,6.794,R,ball,50,3,10,before,0,0,0,1
2711,-5.8679092079999995,52.12832847,2436.36372,96.28168122,FF,R,-1.6,53.33,5.74,-1.71,10.42,7.165,R,ball,50,3,10,before,1,1,0,1
2712,2.208055808,54.88955416,2483.0013050000002,95.8096028,FF,R,-1.44,53.38,5.74,-2.57,10.6,7.117999999999999,R,ball,50,3,10,before,2,1,0,1
2713,0.456059903,27.65629088,2289.392124,96.51203217,FF,R,-1.6,53.63,5.69,-3.76,9.49,6.872999999999999,R,called_strike,50,3,10,before,0,0,0,2
2714,-3.15396488,51.2412615,2326.933857,96.19057437,FF,R,-1.53,53.6,5.76,-2.9,9.45,6.895,R,ball,50,3,10,before,0,1,0,2
2715,11.74882164,5.663879629,2470.871689,93.33851473,SL,R,-1.54,53.77,5.69,-0.77,4.04,6.726,R,ball,50,3,10,before,1,2,0,2
2716,-12.02497078,32.94013817,2385.945929,95.21892195,FF,L,-1.72,53.57,5.7,-3.97,7.91,6.93,R,ball,50,3,10,before,0,0,0,0
2717,-17.42515545,38.9974402,2480.6715050000003,93.07961632,SL,L,-1.66,53.79,5.73,2.18,3.96,6.712000000000001,R,ball,50,3,10,before,1,2,0,0
2718,-15.82666277,50.35183207,2394.4827179999997,96.07139883,FF,R,-1.57,53.94,5.73,-1.47,9.48,6.558,R,ball,50,3,10,before,0,0,0,1
2719,11.16202751,34.36833883,2505.171261,97.33139992,FF,R,-1.34,53.33,5.7,-2.84,10.51,7.167999999999999,R,called_strike,50,3,10,before,1,2,0,1
2720,12.21604632,33.40711423,2510.1126440000003,98.41231002,FF,R,-1.29,53.58,5.69,-3.51,10.4,6.917000000000001,R,called_strike,50,3,10,before,0,2,0,2
2721,-1.319373712,29.07686852,2292.690443,95.64125438,FF,R,-1.72,53.35,5.68,-2.89,9.68,7.151,R,called_strike,50,3,10,before,0,0,0,0
2722,10.15191246,37.65797348,2401.727777,97.06142673,FF,R,-1.4,53.72,5.71,-2.09,8.25,6.776,R,ball,50,3,10,before,0,2,0,1
2723,19.5619704,5.881825663,2544.804066,93.02930688,SL,R,-1.46,53.85,5.73,2.47,4.83,6.646,R,ball,50,3,10,before,1,2,0,1
2724,15.87814087,19.91872633,2487.906128,96.94792766,FF,R,-1.44,53.85,5.65,-1.97,9.71,6.646,R,ball,50,3,10,before,0,1,1,1
2725,-1.069229542,31.9581785,2412.2382780000003,95.990262,FF,R,-1.41,53.81,5.72,-3.44,9.76,6.69,R,called_strike,50,3,10,before,0,0,#VALUE!,
2726,-9.023886072,55.52433216,2269.4190329999997,95.28016078,FF,L,-1.61,53.64,5.7,-3.07,9.76,6.862,R,ball,50,3,10,before,0,2,1,0
2727,10.19950395,32.24514179,2481.895865,96.35243985,FF,R,-1.44,53.67,5.65,-2.91,10.26,6.829,R,ball,50,3,10,before,0,0,1,1
2728,16.71757104,12.44182719,2429.800964,93.76723542,SL,R,-1.44,53.54,5.66,0.44,5.76,6.957000000000001,R,ball,50,3,10,before,1,1,1,1
2729,13.84768956,25.58506427,2419.55082,96.43919329,FF,R,-1.41,53.65,5.67,-3.73,10.28,6.851,R,ball,50,3,10,before,2,1,1,1
2730,8.423393199,19.94376503,2403.820832,96.32019757,FF,R,-1.59,53.51,5.54,-4.15,9.89,6.986000000000001,R,called_strike,50,3,10,before,3,1,1,1
2731,12.840852900000002,28.41704603,2404.539748,96.13953667,FF,R,-1.45,53.68,5.67,-2.6,9.07,6.819,R,ball,50,3,10,before,3,2,1,1
2732,6.566351342999999,34.36593851,2360.038675,96.11912584,FF,R,-1.35,53.68,5.71,-3.51,8.7,6.822,R,called_strike,50,3,10,before,0,0,2,1
2733,8.557264173,17.20816592,2361.402684,92.30294628,SL,R,-1.45,53.53,5.71,-0.54,4.82,6.972,R,ball,50,3,10,before,0,1,2,1
2734,14.56872791,18.28688749,2355.176234,92.16961949,SL,R,-1.46,53.55,5.72,1.9,2.58,6.946000000000001,R,ball,50,3,10,before,0,2,2,2
2735,12.19024954,16.94077683,2475.323402,82.61076114,CB,R,-1.49,54.01,5.88,2.69,-1.25,6.494,R,ball,50,3,10,before,0,0,0,0
2736,0.574859294,17.35165671,2621.575243,83.35030097,CB,R,-1.68,54.18,5.82,3.36,-1.42,6.321000000000001,R,called_strike,50,3,10,before,1,1,0,0
2737,9.230711068,48.49315471,2418.072869,95.80014117,FF,R,-1.37,53.74,5.71,0.05,8.51,6.763,R,ball,50,3,10,before,1,2,0,0
2738,9.299058848,54.99527613,2342.180775,95.17094283,FF,R,-1.53,53.72,5.73,-2.52,8.35,6.782,R,ball,50,3,10,before,0,0,0,1
2739,10.92210545,12.61049959,2366.283053,92.37684337,SL,R,-1.52,53.53,5.66,0.37,3.51,6.972,R,ball,50,3,10,before,1,1,0,1
2740,10.80211767,11.55481403,2522.3401489999997,91.22114952,SL,R,-1.46,53.83,5.73,3.49,3.03,6.672999999999999,R,ball,50,3,10,before,2,2,0,1
2741,-0.6963010140000001,32.86936716,2457.230566,91.11039617,SL,R,-1.52,53.87,5.73,3.28,3.21,6.6339999999999995,R,called_strike,50,3,10,before,3,2,0,1
2742,6.288393113,22.41435931,2528.4669719999997,92.27913049,SL,R,-1.59,53.84,5.64,2.6,4.26,6.662000000000001,R,called_strike,50,3,10,before,0,0,0,2
2743,25.29828239,8.26773965,2512.684736,91.23985995,SL,R,-1.43,53.81,5.65,3.23,4.12,6.69,R,ball,50,3,10,before,0,2,0,2
2744,-1.96519009,33.93444373,2620.174173,82.99796746,CB,R,-1.53,54.02,5.83,3.89,-2.16,6.478,R,called_strike,50,3,10,before,0,0,0,0
2745,-8.326829156,29.36246486,2780.8562620000002,83.13975442,CB,R,-1.5,54.14,5.77,3.73,-2.0,6.358,R,called_strike,50,3,10,before,0,0,0,1
2746,21.44177579,30.03859042,2456.811957,95.23143533,FF,R,-1.46,53.62,5.66,-1.73,10.66,6.88,R,ball,50,3,10,before,0,1,0,0
2747,9.865250663,-2.243634737,1727.677648,90.50839421,CH,R,-1.29,53.54,5.68,-8.27,3.54,6.959,R,ball,50,3,10,before,0,2,0,1
2748,8.557519068,20.65063896,2505.9901010000003,91.04957451,SL,R,-1.62,53.91,5.71,1.79,3.09,6.593,R,called_strike,50,3,10,before,0,0,0,2
2749,2.855925173,26.35201236,2548.38587,82.77931425,CB,L,-1.55,54.1,5.83,2.71,-1.54,6.402,R,called_strike,50,3,10,before,0,0,1,2
2750,-7.381375345,39.38501259,2354.504253,91.55942713,SL,L,-1.76,53.59,5.72,1.92,3.89,6.912000000000001,R,ball,50,3,10,before,1,1,1,2
2751,5.1466485,46.94192677,2259.208834,96.34183536,FF,R,-1.53,53.36,5.73,-3.88,8.71,7.138,R,ball,46,3,10,before,0,0,0,1
2752,12.82919432,29.83020044,2299.79059,96.78861429999999,FF,R,-1.64,53.93,5.66,-3.67,9.5,6.572,R,called_strike,46,3,10,before,1,1,0,1
2753,19.92889923,26.43672906,2511.141457,97.43021565,FF,R,-1.5,53.91,5.67,-2.27,8.94,6.593,R,ball,46,3,10,before,1,2,0,1
2754,-13.83868543,32.146343300000005,2390.195648,97.74294237,FT,L,-1.66,53.39,5.77,-8.36,7.5,7.108,R,ball,46,3,10,before,0,0,0,2
2755,5.391182736,-2.867064169,1641.702734,91.48923201,CH,L,-1.47,52.9,5.6,-8.88,4.99,7.596,R,ball,46,3,10,before,1,1,0,2
2766,0.561308025,33.0589053,2350.163932,96.27007313,FF,R,-1.47,53.4,5.74,-1.68,10.65,7.098,R,called_strike,46,3,10,before,0,0,0,1
2767,20.96137978,39.55368552,2306.682807,96.15765595,FF,R,-1.5,53.66,5.73,-2.58,9.97,6.837999999999999,R,ball,46,3,10,before,0,1,0,1
2768,16.02180779,26.60474046,2419.7075170000003,97.46800672,FF,R,-1.56,53.6,5.7,-4.31,9.68,6.902,R,ball,46,3,10,before,1,2,0,1
2769,17.9751758,31.55013971,2486.408405,92.66937895,SL,R,-1.52,53.81,5.72,2.19,2.59,6.691,R,ball,46,3,10,before,2,2,0,1
2770,11.72370986,38.17138133,2400.432339,97.34959796,FF,R,-1.51,53.72,5.72,-3.31,9.18,6.781000000000001,R,ball,46,3,10,before,0,1,0,2
2774,21.86583512,26.881314899999996,2346.97252,95.82179183,FF,R,-1.43,53.81,5.75,-2.79,10.69,6.693,R,ball,46,3,10,before,0,0,0,0
2775,18.19554425,17.72440694,2398.0497609999998,96.08238567,FF,R,-1.5,53.21,5.66,-2.89,10.17,7.289,R,ball,46,3,10,before,0,0,0,1
2776,16.24996503,34.55939806,2375.981217,97.81233168,FF,R,-1.46,53.01,5.64,-4.38,9.77,7.4910000000000005,R,called_strike,46,3,10,before,1,1,0,1
2777,-3.1337336889999996,34.29510441,2622.921445,84.85180258,CB,R,-1.49,54.0,5.72,5.16,-2.62,6.502000000000001,R,called_strike,46,3,10,before,0,0,0,2
2784,-10.12962038,26.397669099999998,2290.576003,95.53135395,FF,L,-1.57,53.37,5.71,-3.99,9.71,7.127000000000001,R,called_strike,46,3,10,before,0,0,0,0
2785,-9.997407467999999,22.33366947,2301.578361,97.31868553,FF,L,-1.6,53.52,5.75,-4.79,8.94,6.981,R,called_strike,46,3,10,before,0,1,0,0
2786,-13.750488199999998,32.85602615,2474.140807,92.91915245,SL,L,-1.63,53.96,5.71,2.33,4.4,6.545,R,ball,46,3,10,before,0,2,0,0
2787,-17.53382733,29.18352476,2580.138689,93.1470259,SL,L,-1.65,53.82,5.63,1.29,3.39,6.676,R,ball,46,3,10,before,1,2,0,0
2788,5.161451815,12.32514437,1857.7945710000001,92.05139751,CH,L,-1.49,53.51,5.62,-9.82,1.37,6.987,R,ball,46,3,10,before,2,2,0,0
2789,11.66504351,32.88148821,2421.676623,93.29161553,SL,R,-1.58,53.9,5.72,0.3,3.57,6.6,R,called_strike,46,3,10,before,0,0,0,1
2790,4.730834633,9.455626424,1863.0583600000002,90.93002874,CH,R,-1.58,53.49,5.59,-9.43,1.02,7.006,R,ball,46,3,10,before,0,1,0,1
2791,10.72843376,38.9626096,2399.841083,98.1684183,FF,R,-1.43,53.71,5.66,-3.3,8.73,6.792000000000001,R,ball,46,3,10,before,1,1,0,1
2792,-1.811154937,45.214365,2408.865541,98.07079114,FF,R,-1.35,53.32,5.68,-3.19,9.95,7.1770000000000005,R,ball,46,3,10,before,2,2,0,1
2793,16.45420091,33.52726769,2433.591694,98.33804133,FF,L,-1.4,53.62,5.6,-5.55,9.36,6.882999999999999,R,ball,46,3,10,before,0,0,0,2
2794,-11.32774083,29.37891492,2376.7407359999997,97.20977325,FF,L,-1.39,53.48,5.69,-2.71,10.14,7.019,R,called_strike,46,3,10,before,1,1,0,2
2795,-13.75218612,27.922873100000004,2408.356146,98.02340514,FF,L,-1.55,53.58,5.66,-3.55,9.98,6.917000000000001,R,ball,46,3,10,before,1,1,0,2
2806,13.3092018,18.10640335,1779.090809,89.32796412,CH,R,-1.33,53.02,5.58,-9.54,0.37,7.478,R,called_strike,46,3,10,before,0,0,1,0
2807,16.46215549,43.81475507,2347.397524,97.70009155,FF,R,-1.29,53.47,5.68,-3.09,9.95,7.031000000000001,R,ball,46,3,10,before,0,2,1,0
2808,0.925497494,40.71722122,2275.066231,96.85776239,FF,R,-1.39,53.51,5.71,-2.45,10.28,6.985,R,called_strike,46,3,10,before,0,0,1,1
2809,18.87730081,20.50846936,1788.1606769999999,90.42887323,CH,R,-1.35,53.39,5.57,-10.33,2.28,7.112,R,ball,46,3,10,before,0,1,1,1
2810,-1.7657778880000001,30.02178858,1619.096317,89.05033357,CH,R,-1.35,53.43,5.65,-8.48,0.32,7.072,R,called_strike,46,3,10,before,1,1,1,1
2811,21.85291114,33.6733471,2299.4550289999997,97.61776634,FF,R,-1.21,53.46,5.61,-3.13,10.6,7.037999999999999,R,ball,46,3,10,before,1,2,1,1
2812,10.41309509,19.16703904,2246.365566,96.50027652,FF,R,-1.32,53.36,5.66,-3.56,10.49,7.142,R,called_strike,46,3,10,before,2,2,1,1
2813,4.7758223289999995,19.81229792,1809.63602,89.57029291,CH,R,-1.28,53.31,5.64,-9.2,1.5,7.189,R,called_strike,46,3,10,before,0,0,1,2
2814,-2.543098477,48.76946685,1920.6502739999999,88.50960381,CH,R,-1.36,53.38,5.62,-8.31,1.75,7.12,R,ball,46,3,10,before,0,1,1,2
2815,15.4793724,26.26539365,2283.361077,96.83203449999999,FF,R,-1.3,53.5,5.62,-3.02,9.93,6.997000000000001,R,ball,46,3,10,before,1,1,1,2
2816,4.981772564,11.71187311,1744.7309710000002,88.74002790000002,CH,R,-1.36,53.36,5.49,-9.07,2.59,7.144,R,ball,46,3,10,before,2,1,1,2
2817,18.68490318,13.00823552,2361.630959,92.94106047,SL,R,-1.43,53.77,5.65,2.41,4.15,6.733,R,ball,46,3,10,before,3,2,1,2
2818,21.74240085,14.8234524,2388.341484,97.54097327,FF,R,-1.39,53.67,5.61,-3.55,10.15,6.831,R,ball,46,3,10,before,0,0,2,2
2819,23.55409797,13.39546853,2306.320327,96.75901832,FF,R,-1.45,53.57,5.6,-3.82,9.65,6.932,R,ball,46,3,10,before,1,1,2,2
2820,10.655824800000001,17.18630801,2345.7289170000004,92.12859132,SL,R,-1.49,53.7,5.68,1.18,5.02,6.795,R,called_strike,46,3,10,before,2,1,2,2
2831,16.98193398,13.38941535,2494.010515,90.85172184,SL,R,-1.55,53.77,5.77,1.4,4.07,6.726,R,ball,46,3,10,before,0,0,0,0
2832,13.18752681,23.95116585,2570.790999,97.84062756,FF,R,-1.4,53.62,5.66,-4.03,12.02,6.88,R,called_strike,46,3,10,before,1,2,0,0
2833,3.130444764,8.329578476,2588.092371,93.24763359999999,SL,L,-1.77,53.55,5.72,0.09,6.1,6.952999999999999,R,ball,46,3,10,before,0,1,0,1
2834,-4.450515379,2.986662818,1857.848609,91.37082918,CH,L,-1.5,53.44,5.61,-8.98,2.62,7.058,R,ball,46,3,10,before,1,1,0,1
2835,-16.09123587,36.87307486,2511.5812149999997,96.46741487,FF,L,-1.64,53.68,5.66,-3.62,9.72,6.817,R,ball,46,3,10,before,2,1,0,1
2836,-12.48011618,29.78174304,2381.710316,96.00153281,FF,L,-1.65,53.65,5.72,-4.16,9.03,6.85,R,ball,46,3,10,before,3,1,0,1
2837,15.29789496,15.42184543,2287.399085,96.24166332,FF,R,-1.45,53.67,5.67,-4.1,10.62,6.829,R,ball,46,3,10,before,0,0,1,1
2838,14.966069699999998,13.30810451,1920.792703,89.49831642,CH,R,-1.36,53.43,5.59,-9.64,2.73,7.07,R,ball,46,3,10,before,1,1,1,1
2839,8.316145054,41.56897258,2221.942016,97.12214492,FT,R,-1.38,53.55,5.59,-7.53,5.99,6.954,R,ball,46,3,10,before,2,2,1,1
2840,12.05809601,17.7366177,2444.507502,92.57786078,SL,R,-1.45,53.98,5.65,-0.1,5.01,6.517,R,ball,46,3,10,before,3,2,1,1
2841,-14.81878352,36.31527424,2391.739963,96.32967488,FF,L,-1.59,53.5,5.67,-3.99,10.56,6.997000000000001,R,ball,46,3,10,before,0,0,2,1
2842,20.446212600000003,27.32399267,2573.567302,91.97874638,SL,L,-1.48,53.42,5.65,0.92,4.01,7.08,R,ball,46,3,10,before,0,0,2,2
2843,-10.12815835,27.66195996,2467.804212,97.09705695,FF,L,-1.56,53.73,5.7,-4.28,10.4,6.774,R,called_strike,46,3,10,before,1,1,2,2
2844,-15.00181616,32.53217646,1828.2479420000002,89.54987807,CH,L,-1.37,53.13,5.57,-9.07,-0.65,7.367000000000001,R,ball,46,3,10,before,1,2,2,2
2845,-10.32332637,21.13068221,2303.355289,93.58956369,SL,L,-1.66,53.88,5.65,0.02,4.04,6.617999999999999,R,called_strike,46,3,10,before,2,2,2,2
2852,-0.839227941,33.62449397,2319.415023,97.91701214,FF,L,-1.45,53.96,5.7,-2.44,10.15,6.542000000000001,R,called_strike,45,3,4,before,0,0,0,0
2853,22.97752386,19.80077837,2380.0526839999998,94.01977324,SL,L,-1.48,53.64,5.6,0.97,3.33,6.865,R,ball,45,3,4,before,0,1,0,0
2854,14.25290062,27.03776741,2389.718229,98.84305271,FF,R,-1.3,52.89,5.62,-3.86,9.7,7.61,R,called_strike,45,3,4,before,0,0,0,1
2855,-14.12337827,31.31933004,2385.899257,98.55861052,FF,R,-1.5,53.14,5.6,-2.17,9.44,7.362,R,ball,45,3,4,before,0,1,0,1
2856,18.50491535,13.31776168,2501.294655,94.40778829,SL,R,-1.39,53.57,5.64,1.24,3.38,6.932,R,ball,45,3,4,before,1,1,0,1
2857,-17.99966835,22.44045237,1766.6733120000001,92.65217395,FT,L,-1.36,52.96,5.64,-6.54,6.41,7.54,R,ball,45,3,4,before,0,2,0,2
2858,21.15301771,25.416426,2407.08099,93.42806569,SL,L,-1.42,53.56,5.61,2.18,4.34,6.939,R,ball,45,3,4,before,1,2,0,2
2859,-8.915383504,54.87757094,2404.043505,97.91228107,FF,L,-1.49,53.75,5.6,-2.24,8.22,6.752000000000001,R,ball,45,3,4,before,2,2,0,2
2860,-11.7592527,31.66585052,2436.221109,98.22991458,FF,L,-1.44,53.76,5.69,-2.58,8.5,6.7379999999999995,R,ball,45,3,4,before,3,2,0,2
2861,13.23299952,31.67817213,2428.447239,97.81934769,FF,R,-1.34,53.69,5.57,-3.24,8.05,6.815,R,called_strike,45,3,4,before,0,0,1,2
2862,-9.971429126,19.24689426,2303.6687309999998,96.5706215,FF,R,-1.47,53.81,5.62,-4.48,9.67,6.692,R,called_strike,45,3,4,before,0,0,0,2
2863,-5.127293526,60.41928098,2291.035339,96.43819709,FF,R,-1.43,53.95,5.7,-1.78,8.6,6.547000000000001,R,ball,45,3,4,before,0,2,0,2
2864,-3.623984587,45.01007647,2301.825764,95.98149867,FF,R,-1.57,53.46,5.62,-3.04,6.98,7.04,R,ball,45,3,4,before,0,0,0,0
2865,7.931414795,39.38227986,2286.82843,96.18182149,FF,R,-1.37,53.51,5.58,-3.85,7.48,6.992000000000001,R,called_strike,45,3,4,before,1,1,0,0
2866,19.67996373,19.26219149,2575.974163,91.4901726,SL,R,-1.33,53.93,5.67,1.96,2.13,6.572,R,ball,45,3,4,before,1,1,0,0
2867,20.75003781,5.570571867000001,2382.5121289999997,93.78875723,SL,R,-1.28,53.98,5.67,1.93,4.35,6.516,R,ball,45,3,4,before,2,2,0,0
2868,-4.5132361030000006,30.3115076,2627.543988,84.2131992,CB,L,-1.39,54.1,5.76,3.24,-1.17,6.401,R,called_strike,45,3,4,before,0,0,0,1
2869,13.1377099,37.88545978,2349.857598,97.04956958,FF,L,-1.27,53.76,5.6,-3.05,8.48,6.7410000000000005,R,ball,45,3,4,before,0,1,0,1
2870,23.50758161,18.47972292,2374.9264940000003,91.91137598,SL,R,-1.28,53.76,5.68,2.66,3.18,6.74,R,ball,45,3,4,before,0,1,1,1
2871,20.78693171,35.651615299999996,2344.503577,96.88816983,FF,R,-1.33,53.55,5.61,-3.77,9.34,6.9510000000000005,R,ball,45,3,4,before,1,1,1,1
2872,-29.18496244,56.35203752,2239.528777,96.89077349,FF,L,-1.5,53.71,5.66,-2.18,9.51,6.791,R,ball,45,3,4,before,0,0,1,2
2873,-11.03067505,50.74691689,2391.388793,97.44820969,FF,L,-1.39,53.71,5.58,-2.27,9.9,6.791,R,ball,45,3,4,before,1,2,1,2
2874,20.71211561,15.79002633,2312.631053,92.87068487,SL,R,-1.22,53.68,5.54,2.04,4.45,6.817,R,ball,45,3,4,before,0,1,1,2
2875,7.55606136,9.817153538,1637.562748,92.72121029,CH,L,-1.47,53.37,5.48,-6.99,4.47,7.131,R,ball,45,3,4,before,0,2,0,0
2876,19.83813057,12.03817015,2364.442083,93.24235754,SL,R,-1.39,53.71,5.57,0.99,3.21,6.7860000000000005,R,ball,45,3,4,before,0,0,1,0
2877,21.21705638,36.95994016,2390.284009,97.38003083,FF,L,-1.23,53.46,5.53,-2.99,9.31,7.045,R,ball,45,3,4,before,0,0,1,1
2878,-13.08298642,32.24206551,2161.550478,96.29980272,FF,R,-1.35,53.43,5.56,-2.63,8.35,7.069,R,ball,45,3,4,before,0,1,2,1
2879,18.57405599,31.55925894,2251.808791,92.59080055,SL,L,-1.38,53.54,5.51,1.23,4.06,6.962999999999999,R,ball,45,3,4,before,0,1,2,2
2880,1.5733609830000002,46.9525679,2362.419559,96.82975149,FF,L,-1.29,53.73,5.62,-3.31,10.25,6.766,R,ball,45,3,4,before,1,1,2,2
2881,1.439130019,15.37357991,1524.1154060000001,91.37964076,CH,L,-1.33,53.49,5.57,-8.84,1.46,7.01,R,ball,45,3,4,before,2,1,2,2
2882,19.94529868,17.98683377,2201.116437,93.97220375,FF,R,-1.26,53.47,5.71,-3.18,9.31,7.031000000000001,R,ball,45,3,4,before,0,0,0,0
2883,6.758166891,35.77334917,2280.726744,95.25855364,FF,R,-1.48,53.72,5.65,-3.56,9.57,6.777,R,called_strike,45,3,4,before,1,1,0,0
2884,21.5167549,15.50715278,2488.86724,91.84138656,SL,R,-1.4,54.05,5.7,0.63,4.22,6.446000000000001,R,ball,45,3,4,before,1,2,0,0
2885,-0.09502064699999999,53.57846994,2200.1667629999997,95.94081935,FF,L,-1.46,53.68,5.65,-1.91,8.62,6.817,R,ball,45,3,4,before,0,1,0,1
2886,-11.37297886,55.39358120000001,2305.848812,97.00081711,FF,L,-1.48,53.75,5.69,-3.14,8.23,6.749,R,ball,45,3,4,before,1,2,0,1
2887,13.76202627,31.48674194,2464.267057,97.13088573,FF,L,-1.18,53.54,5.6,-4.28,9.32,6.959,R,ball,45,3,4,before,0,2,1,2
2888,23.24201606,20.616473499999998,2393.2649579999998,90.79209988,SL,L,-1.33,53.85,5.57,1.9,4.25,6.649,R,ball,45,3,4,before,1,2,1,2
2889,23.13512178,12.2394576,2284.023778,92.93107306,SL,L,-1.37,53.61,5.57,0.39,4.96,6.893,R,ball,45,3,4,before,2,2,1,2
2890,5.329411108,30.91246117,2230.857629,93.43851782,SL,L,-1.47,54.08,5.55,-0.23,4.87,6.419,R,called_strike,45,3,4,before,0,0,0,1
2891,1.978065363,33.94806845,2281.996951,97.46661868,FF,R,-1.34,53.47,5.58,-2.75,8.95,7.025,R,called_strike,45,3,4,before,0,0,0,2
