,x,z,spin_rate,release_velo,pitch_type,bats,release_x,release_y,release_z,pfx_x,pfx_z,extension,throws,pitch_result,ump,pitcherid,catcherid,all_star,ball_count,strike_count,baserunner_count,out_count,baserunner_on_first,baserunner_on_second,baserunner_on_third,result_ball,result_strike,pitch_type_CB,pitch_type_CH,pitch_type_CT,pitch_type_FF,pitch_type_FT,pitch_type_SL
134,10.70147722,2.3383614759999998,2476.741979,87.56847239,CT,R,-3.5,54.42,5.21,-0.8,1.5,6.084,R,ball,6,1,1,after,0,0,0,1,,,,1,0,0.0,0.0,1.0,0.0,0.0,0.0
135,9.840743586,24.90102067,2444.332518,97.15963640000001,FF,R,-3.33,54.33,5.31,-6.0,8.87,6.1739999999999995,R,called_strike,6,1,1,after,1,1,0,1,,,,0,1,0.0,0.0,0.0,1.0,0.0,0.0
136,23.54231711,28.23397154,2531.1957780000002,97.9626425,FF,R,-3.32,54.28,5.17,-5.72,8.22,6.216,R,ball,6,1,1,after,1,2,0,1,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
137,12.52693566,34.11428372,2399.829842,95.81853477,FF,L,-3.29,54.36,5.39,-6.1,8.3,6.14,R,ball,6,1,1,after,0,0,0,2,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
138,13.47559883,47.77143684,2374.0127629999997,95.57829867,FF,L,-3.42,54.43,5.23,-6.63,7.6,6.066,R,ball,6,1,1,after,1,1,0,2,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
139,-1.560495559,5.798001286,1696.3072379999999,86.25957194,CH,L,-3.4,54.29,5.19,-9.64,5.16,6.212999999999999,R,ball,6,1,1,after,2,2,0,2,,,,1,0,0.0,1.0,0.0,0.0,0.0,0.0
140,-16.36568736,21.88804069,2602.113845,94.80073267,FF,L,-3.35,54.23,5.46,-7.87,9.75,6.273,R,ball,6,1,1,after,0,0,0,0,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
141,7.0920589529999996,25.64453602,2583.628084,94.96899971,FF,R,-3.29,54.25,5.42,-7.95,7.51,6.251,R,called_strike,6,1,1,after,0,0,0,1,,,,0,1,0.0,0.0,0.0,1.0,0.0,0.0
142,3.43499833,14.79844582,2527.668889,85.33015654,SL,R,-3.53,54.53,5.11,-0.62,2.56,5.968,R,ball,6,1,1,after,0,1,0,1,,,,1,0,0.0,0.0,0.0,0.0,0.0,1.0
143,18.42105925,11.2326667,2538.034883,86.66068609999999,SL,R,-3.49,54.59,5.13,0.33,2.11,5.907,R,ball,6,1,1,after,1,1,0,1,,,,1,0,0.0,0.0,0.0,0.0,0.0,1.0
144,-11.30695091,-1.7647087909999999,1476.9772369999998,84.58107151,CH,L,-3.55,54.57,5.28,-9.72,1.12,5.934,R,ball,6,1,1,after,0,1,0,2,,,,1,0,0.0,1.0,0.0,0.0,0.0,0.0
145,-3.888586648,45.50372358,2522.986426,75.52937614,CB,L,-3.36,54.91,5.45,5.45,-3.46,5.591,R,ball,6,1,1,after,0,0,0,1,,,,1,0,1.0,0.0,0.0,0.0,0.0,0.0
146,10.15082506,13.29401792,1347.112932,81.72825893,CH,L,-3.4,54.32,5.26,-9.64,2.23,6.181,R,ball,6,1,1,after,0,1,1,1,,,,1,0,0.0,1.0,0.0,0.0,0.0,0.0
147,20.9404493,17.95547115,2499.967918,88.12978188,CT,L,-3.47,54.41,5.26,0.11,5.31,6.086,R,ball,6,1,1,after,1,2,1,1,,,,1,0,0.0,0.0,1.0,0.0,0.0,0.0
148,-9.179297863,18.2287829,2769.618466,76.41954098,CB,L,-3.33,54.9,5.41,6.84,-3.32,5.596,R,ball,6,1,1,after,2,2,1,1,,,,1,0,1.0,0.0,0.0,0.0,0.0,0.0
149,14.03081126,25.01891368,2510.458751,95.50124176,FF,L,-3.39,54.23,5.14,-7.35,7.35,6.272,R,ball,6,1,1,after,3,2,1,1,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
150,14.48371867,25.71322275,2552.6897289999997,95.0476296,FF,R,-3.53,54.2,5.08,-7.97,8.1,6.2989999999999995,R,ball,6,1,1,after,0,0,2,1,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
151,18.83746491,24.85048658,2563.351241,94.26795395,FF,R,-3.36,54.18,5.39,-6.98,8.96,6.319,R,ball,6,1,1,after,1,1,2,1,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
152,6.418401242000001,21.22496781,2306.45358,84.25788687,SL,R,-3.61,53.99,5.01,0.2,2.07,6.511,R,called_strike,6,1,1,after,2,1,2,1,,,,0,1,0.0,0.0,0.0,0.0,0.0,1.0
153,13.89535349,24.25339863,2585.777107,94.71845683,FF,R,-3.45,54.17,5.14,-9.82,9.83,6.325,R,ball,6,1,1,after,2,1,2,1,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
154,22.95793436,12.26494177,2577.7977579999997,93.57821329,FF,R,-3.34,54.2,5.25,-8.98,10.59,6.3,R,ball,6,1,1,after,3,1,2,1,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
155,-1.257144509,15.80617129,1354.550567,81.80285718,CH,R,-3.62,54.27,5.25,-9.63,2.92,6.227,R,ball,6,1,1,after,0,2,3,1,,,,1,0,0.0,1.0,0.0,0.0,0.0,0.0
156,-15.2728109,42.94674025,2603.800766,96.0402833,FF,R,-3.52,54.43,5.22,-8.19,7.85,6.0729999999999995,R,ball,6,1,1,after,1,2,3,1,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
157,1.8955777619999998,16.21018148,,85.83093679,SL,R,-3.62,54.46,5.06,2.83,0.8,6.045,R,ball,6,1,1,after,2,2,3,1,,,,1,0,0.0,0.0,0.0,0.0,0.0,1.0
158,-25.42950901,35.63053953,2393.280468,97.03992349,FF,L,-3.42,54.54,5.3,-7.08,7.1,5.962999999999999,R,ball,8,1,1,after,0,0,0,0,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
159,-18.61208489,20.29355094,2350.680824,97.93996684,FF,L,-3.46,54.32,5.28,-7.18,7.31,6.183,R,ball,8,1,1,after,1,1,0,0,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
160,-5.879643982,23.51913237,2788.50299,82.36128862,CB,L,-3.31,54.81,5.36,5.7,-3.0,5.694,R,called_strike,8,1,1,after,2,1,0,0,,,,0,1,1.0,0.0,0.0,0.0,0.0,0.0
161,2.291805465,16.6204625,2502.618473,98.74138391,FF,L,-3.39,54.16,5.16,-7.16,8.84,6.34,R,ball,8,1,1,after,2,2,0,0,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
162,-5.450740835,16.65630628,2559.941777,99.17156282,FF,L,-3.38,54.2,5.03,-7.68,8.2,6.297000000000001,R,ball,8,1,1,after,3,2,0,0,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
163,9.634266495,38.43656624,2756.981938,99.27047445,FF,L,-3.32,54.42,5.37,-6.25,9.1,6.08,R,ball,8,1,1,after,0,0,0,0,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
164,-0.493662964,0.218217092,2972.72325,82.44964528,CB,L,-3.3,54.64,5.49,6.19,-4.92,5.864,R,ball,8,1,1,after,1,1,0,0,,,,1,0,1.0,0.0,0.0,0.0,0.0,0.0
165,-3.519629681,9.563286569,2425.606245,92.87655528,CT,L,-3.35,54.2,5.17,-0.72,5.12,6.3020000000000005,R,ball,8,1,1,after,2,2,0,0,,,,1,0,0.0,0.0,1.0,0.0,0.0,0.0
166,-0.396213504,14.77124385,,87.15818759999999,SL,R,-3.55,54.5,5.01,2.96,-0.68,6.002000000000001,R,ball,8,1,1,after,0,1,0,1,,,,1,0,0.0,0.0,0.0,0.0,0.0,1.0
167,-15.67099403,27.99778082,2926.616567,81.14047731,CB,L,-3.34,54.85,5.52,6.12,-2.76,5.654,R,ball,8,1,1,after,0,0,0,0,,,,1,0,1.0,0.0,0.0,0.0,0.0,0.0
168,-26.293722499999998,35.60580835,2456.1200910000002,94.89015185,FF,L,-3.53,54.56,5.07,-8.16,7.02,5.944,R,ball,8,1,1,after,0,0,1,1,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
169,-6.26225897,44.54146959,2434.79887,96.81318046,FF,L,-3.26,54.29,5.37,-5.8,7.84,6.205,R,ball,8,1,1,after,0,0,1,2,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
170,6.455929195,38.24379814,2548.7528260000004,97.75172357,FF,L,-3.38,54.29,5.09,-6.58,8.51,6.211,R,called_strike,8,1,1,after,1,1,1,2,,,,0,1,0.0,0.0,0.0,1.0,0.0,0.0
171,16.17369552,5.880438742999999,2535.4077079999997,90.81280381,CT,L,-3.38,54.29,5.11,-0.32,3.66,6.211,R,ball,8,1,1,after,0,2,0,1,,,,1,0,0.0,0.0,1.0,0.0,0.0,0.0
172,-11.02799058,4.2148613710000005,1458.091545,86.10885446,CH,L,-3.31,54.09,5.24,-9.64,3.21,6.41,R,ball,8,1,1,after,1,2,0,1,,,,1,0,0.0,1.0,0.0,0.0,0.0,0.0
173,-16.49726384,22.46517645,2467.796792,97.42860511,FF,R,-3.35,54.02,5.2,-7.91,8.32,6.477,R,ball,8,1,1,after,0,1,0,2,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
174,-3.216881237,13.63468199,2479.6059370000003,86.67870884,SL,R,-3.47,54.4,5.17,0.56,0.72,6.101,R,ball,8,1,1,after,0,0,0,0,,,,1,0,0.0,0.0,0.0,0.0,0.0,1.0
175,-4.558909803,10.58293319,2486.3639940000003,96.56263049,FF,L,-3.33,54.39,5.27,-7.37,8.41,6.112,R,ball,8,1,1,after,0,0,0,1,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
176,-18.01256272,29.0413762,2517.701266,96.25927504,FF,L,-3.37,54.56,5.17,-8.66,6.48,5.94,R,ball,8,1,1,after,1,1,0,1,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
177,-21.44559403,37.16536931,2390.457574,86.26975315,SL,R,-3.53,54.58,4.97,2.47,-1.12,5.92,R,ball,8,1,1,after,1,1,1,1,,,,1,0,0.0,0.0,0.0,0.0,0.0,1.0
178,-0.492252344,53.85632959,2342.298091,94.67752486,FF,L,-3.39,54.6,5.3,-5.66,7.22,5.905,R,ball,8,1,1,after,0,0,0,0,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
179,-9.061583567000001,39.35977251,2438.4029010000004,96.47179609999999,FF,L,-3.36,54.53,5.32,-5.93,8.29,5.974,R,called_strike,8,1,1,after,1,1,0,0,,,,0,1,0.0,0.0,0.0,1.0,0.0,0.0
180,0.297343525,11.18562241,1648.5297130000001,85.54006202,CH,L,-3.29,54.31,5.19,-9.21,2.07,6.195,R,ball,8,1,1,after,1,1,0,0,,,,1,0,0.0,1.0,0.0,0.0,0.0,0.0
181,5.077147418,8.746246791,1480.0911039999999,87.67931151,CH,L,-3.34,54.09,5.21,-9.68,1.71,6.4110000000000005,R,ball,8,1,1,after,2,1,0,0,,,,1,0,0.0,1.0,0.0,0.0,0.0,0.0
182,-8.039901605,48.40556496,2602.550667,96.7493181,FF,L,-3.34,54.18,5.18,-5.76,8.9,6.318,R,ball,8,1,1,after,3,1,0,0,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
183,-2.961787882,15.35943036,2885.943028,80.45150263,CB,L,-3.29,54.67,5.27,5.65,-3.48,5.831,R,ball,8,1,1,after,0,0,1,0,,,,1,0,1.0,0.0,0.0,0.0,0.0,0.0
184,-12.86369956,28.00812518,1469.874758,85.33274538,CH,L,-3.37,54.26,5.23,-9.44,2.59,6.239,R,ball,8,1,1,after,0,1,1,1,,,,1,0,0.0,1.0,0.0,0.0,0.0,0.0
185,-31.88307182,43.18857959,2501.930412,97.09314475,FF,L,-3.34,54.64,5.31,-5.28,8.31,5.862,R,ball,8,1,1,after,1,1,1,1,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
186,13.01802859,11.16008577,1434.792978,86.81922519,CH,L,-3.34,54.24,5.02,-10.19,0.77,6.2589999999999995,R,ball,8,1,1,after,2,1,1,1,,,,1,0,0.0,1.0,0.0,0.0,0.0,0.0
187,-8.941314132999999,28.17545202,2776.2028809999997,80.46258781,CB,L,-3.36,54.6,5.21,6.54,-2.34,5.896,R,called_strike,8,1,1,after,3,1,1,1,,,,0,1,1.0,0.0,0.0,0.0,0.0,0.0
188,19.31981652,24.29770656,2394.0207,92.80985688,CT,L,-3.46,54.32,4.9,-2.01,5.44,6.178,R,ball,8,1,1,after,3,2,1,1,,,,1,0,0.0,0.0,1.0,0.0,0.0,0.0
189,-0.74131513,41.88031557,2477.672138,96.56104073,FF,L,-3.23,53.91,5.26,-6.61,8.92,6.586,R,ball,8,1,1,after,0,0,2,1,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
190,20.6754787,38.23242967,2416.578243,97.30066647,FF,R,-3.31,54.1,5.09,-6.14,8.59,6.401,R,ball,8,1,1,after,0,2,2,2,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
251,-14.55741416,28.64453952,2547.3763989999998,94.96751168,FF,L,-3.19,54.25,5.7,-8.8,7.29,6.254,R,ball,32,1,1,after,0,0,0,0,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
252,-16.66896927,32.50659432,2610.834598,95.24062095,FF,L,-3.14,54.32,5.71,-8.08,8.29,6.178999999999999,R,ball,32,1,1,after,1,1,0,0,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
253,1.931776991,28.06617598,2950.827603,80.93993634,CB,L,-3.41,54.66,5.59,6.33,-3.97,5.8420000000000005,R,called_strike,32,1,1,after,2,1,0,0,,,,0,1,1.0,0.0,0.0,0.0,0.0,0.0
254,-11.34203531,19.74941038,2571.968427,96.8428093,FF,L,-3.26,54.28,5.39,-7.97,8.6,6.2170000000000005,R,ball,32,1,1,after,2,2,0,0,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
255,19.0915393,29.69954652,2493.448747,95.91739852,FF,L,-3.23,54.43,5.61,-8.91,8.96,6.068,R,ball,32,1,1,after,0,0,0,1,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
256,-15.12245647,29.37723927,2756.973503,80.58076324,CB,L,-3.26,54.69,5.6,5.58,-1.68,5.812,R,ball,32,1,1,after,1,1,0,1,,,,1,0,1.0,0.0,0.0,0.0,0.0,0.0
257,-14.15930271,40.89844953,2547.016905,96.25966366,FF,L,-3.37,54.23,5.42,-7.2,7.6,6.269,R,ball,32,1,1,after,2,1,0,1,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
258,18.20474096,21.27434233,2516.445517,95.42710115,FF,L,-3.39,54.3,5.41,-8.74,7.71,6.202000000000001,R,ball,32,1,1,after,3,1,0,1,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
259,15.6015951,19.26879621,2535.254038,95.25813204,FF,R,-3.36,54.34,5.36,-7.28,8.71,6.162000000000001,R,ball,32,1,1,after,0,1,1,1,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
260,-12.65715522,34.05382568,2551.500991,84.27179956,SL,R,-3.61,54.69,5.27,0.74,1.22,5.807,R,ball,32,1,1,after,0,0,0,0,,,,1,0,0.0,0.0,0.0,0.0,0.0,1.0
261,-7.10307381,37.48796134,2539.919019,86.68773549,SL,R,-3.51,54.72,5.36,-0.04,1.01,5.78,R,called_strike,32,1,1,after,1,1,0,0,,,,0,1,0.0,0.0,0.0,0.0,0.0,1.0
262,-0.47922814700000005,15.62532354,2708.87378,94.88888167,FF,R,-3.43,54.5,5.3,-8.87,8.43,6.005,R,ball,32,1,1,after,1,1,0,0,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
263,16.59865515,13.70212063,2819.908625,80.84343439,CB,R,-3.31,54.5,5.35,4.45,-3.36,6.001,R,ball,32,1,1,after,2,2,0,0,,,,1,0,1.0,0.0,0.0,0.0,0.0,0.0
264,-7.917639456,26.92807676,2457.503015,91.56119756,CT,L,-3.44,54.59,5.33,-0.85,5.32,5.909,R,called_strike,32,1,1,after,0,1,0,1,,,,0,1,0.0,0.0,1.0,0.0,0.0,0.0
265,-10.55017997,53.13527449,2464.8053609999997,95.56979964,FF,L,-3.27,53.94,5.4,-4.91,8.47,6.555,R,ball,32,1,1,after,0,2,0,1,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
266,-20.76326599,60.478047600000004,2483.4224870000003,95.11875489,FF,L,-3.42,54.17,5.61,-4.6,9.16,6.33,R,ball,32,1,1,after,0,0,0,2,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
267,-3.877808147,23.64986238,2719.7292350000002,80.43726136,CB,L,-3.36,54.64,5.41,5.18,-1.86,5.8629999999999995,R,called_strike,32,1,1,after,1,1,0,2,,,,0,1,1.0,0.0,0.0,0.0,0.0,0.0
268,-8.470688417,43.3583845,2401.790812,95.01014352,FF,L,-3.46,54.63,5.28,-5.54,7.8,5.865,R,ball,32,1,1,after,1,1,0,2,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
269,10.13840893,8.747029027,1484.8891529999999,83.94234763,CH,L,-3.32,53.27,5.36,-9.65,1.9,7.233,R,ball,32,1,1,after,2,2,0,2,,,,1,0,0.0,1.0,0.0,0.0,0.0,0.0
270,-5.1004621,24.45504582,2468.004652,85.64040658,SL,R,-3.6,54.68,5.29,0.9,1.15,5.821000000000001,R,called_strike,32,1,1,after,0,0,0,0,,,,0,1,0.0,0.0,0.0,0.0,0.0,1.0
271,-9.620132568999999,21.28881724,2495.740824,85.55274179999999,SL,R,-3.62,54.66,5.33,0.03,1.7,5.843,R,ball,32,1,1,after,0,1,0,0,,,,1,0,0.0,0.0,0.0,0.0,0.0,1.0
272,-6.838007025,8.471496732,1304.6755289999999,86.16296228,CH,R,-3.52,54.54,5.39,-8.94,1.96,5.957000000000001,R,ball,32,1,1,after,1,2,0,0,,,,1,0,0.0,1.0,0.0,0.0,0.0,0.0
273,5.366462969,20.88951157,2509.3902199999998,95.58935796,FF,R,-3.45,54.44,5.22,-7.64,8.5,6.064,R,called_strike,32,1,1,after,0,0,0,1,,,,0,1,0.0,0.0,0.0,1.0,0.0,0.0
274,0.37336141700000003,17.36453424,2777.9913100000003,80.95986622,CB,L,-3.52,54.72,5.46,4.6,-0.74,5.776,R,ball,32,1,1,after,0,0,0,2,,,,1,0,1.0,0.0,0.0,0.0,0.0,0.0
275,-5.833144855,31.21331248,2649.763937,81.07982990000001,CB,L,-3.43,54.72,5.47,5.53,-3.09,5.784,R,called_strike,32,1,1,after,1,1,0,2,,,,0,1,1.0,0.0,0.0,0.0,0.0,0.0
276,-19.29591413,33.50376646,2488.304147,95.26326917,FF,L,-3.33,54.43,5.41,-5.99,6.69,6.072,R,ball,32,1,1,after,1,1,0,2,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
277,-22.71632142,29.49568239,1598.253959,85.40978777,CH,L,-3.6,54.74,5.35,-7.96,2.55,5.76,R,ball,32,1,1,after,0,0,0,0,,,,1,0,0.0,1.0,0.0,0.0,0.0,0.0
278,1.980614041,45.18029878,2599.866138,93.19020666,FF,L,-3.49,54.55,5.28,-6.63,7.53,5.952000000000001,R,ball,32,1,1,after,1,1,0,0,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
279,8.866940654,23.84242501,2772.870694,80.50979084,CB,L,-3.44,54.65,5.34,5.63,-3.38,5.849,R,called_strike,32,1,1,after,2,1,0,0,,,,0,1,1.0,0.0,0.0,0.0,0.0,0.0
280,0.11987455699999999,37.00790516,2486.47226,85.06095885,SL,R,-3.47,54.62,5.2,1.4,0.49,5.875,R,called_strike,32,1,1,after,0,0,0,1,,,,0,1,0.0,0.0,0.0,0.0,0.0,1.0
