,x,z,spin_rate,release_velo,pitch_type,bats,release_x,release_y,release_z,pfx_x,pfx_z,extension,throws,pitch_result,ump,pitcherid,catcherid,all_star,ball_count,strike_count,baserunner_count,out_count,baserunner_on_first,baserunner_on_second,baserunner_on_third,result_ball,result_strike,pitch_type_CB,pitch_type_CH,pitch_type_CT,pitch_type_FF,pitch_type_FT,pitch_type_SL
2,7.619999485,48.24161894,2638.082228,96.26936025,FF,R,-1.87,54.37,5.95,-6.73,10.92,6.1339999999999995,R,ball,5,2,2,after,0,0,0,0,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
3,5.796095115,41.05285872,2574.1603809999997,95.95886816,FF,R,-1.85,54.34,5.92,-7.7,9.75,6.16,R,called_strike,5,2,2,after,1,1,0,0,,,,0,1,0.0,0.0,0.0,1.0,0.0,0.0
4,-11.07429207,17.91878287,2043.5910149999997,87.39973677,CH,L,-1.93,54.11,5.74,-9.9,7.67,6.385,R,called_strike,5,2,2,after,0,1,0,1,,,,0,1,0.0,1.0,0.0,0.0,0.0,0.0
5,28.42567823,-17.57018175,3101.897641,86.24764457,CB,L,-1.84,54.63,6.02,3.83,-7.72,5.869,R,ball,5,2,2,after,0,2,0,1,,,,1,0,1.0,0.0,0.0,0.0,0.0,0.0
6,-13.42565547,31.751186600000004,2767.590877,99.0919246,FF,L,-2.03,54.37,5.97,-7.63,11.52,6.13,R,ball,5,2,2,after,1,2,0,1,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
7,-2.17064225,14.55474143,2732.565637,98.42842757,FF,R,-1.96,54.11,5.89,-7.72,12.58,6.39,R,ball,5,2,2,after,0,0,0,2,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
8,9.291386649,34.2852615,2681.312961,97.98830456,FF,R,-1.84,54.02,5.92,-7.14,11.22,6.479,R,called_strike,5,2,2,after,1,1,0,2,,,,0,1,0.0,0.0,0.0,1.0,0.0,0.0
9,8.01348675,32.68972395,2616.607207,97.56727529,FF,R,-1.81,54.4,5.94,-7.4,11.53,6.104,R,called_strike,5,2,2,after,1,1,0,2,,,,0,1,0.0,0.0,0.0,1.0,0.0,0.0
10,8.255912509,14.77383054,2798.942468,90.07867629,SL,R,-1.83,54.44,5.92,2.3,1.61,6.057,R,ball,5,2,2,after,1,2,0,2,,,,1,0,0.0,0.0,0.0,0.0,0.0,1.0
11,17.67621432,8.31647033,2681.609695,99.53771304,FF,R,-1.81,54.19,5.95,-8.0,12.05,6.311,R,ball,5,2,2,after,2,2,0,2,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
12,5.378976845,31.00905974,2620.004471,97.31164725,FF,L,-2.06,54.06,5.84,-8.32,11.12,6.439,R,called_strike,5,2,2,after,0,1,1,2,,,,0,1,0.0,0.0,0.0,1.0,0.0,0.0
13,14.83406391,47.10045197,2533.9395449999997,96.38061352,FF,R,-1.71,54.5,6.0,-8.34,10.45,5.999,R,ball,5,2,2,after,0,0,0,2,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
14,5.2665470999999995,47.74466586,2572.601873,97.04008277,FF,R,-1.87,54.2,5.94,-7.71,10.52,6.3020000000000005,R,ball,5,2,2,after,0,1,0,1,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
15,13.333692499999998,20.97658268,2628.707738,87.97201196,SL,R,-2.03,54.67,5.86,1.0,-0.1,5.834,R,ball,5,2,2,after,0,0,0,2,,,,1,0,0.0,0.0,0.0,0.0,0.0,1.0
16,11.23324305,8.497217778,2707.816266,89.54962283,SL,R,-1.93,54.65,5.94,0.49,1.85,5.846,R,ball,5,2,2,after,1,1,0,2,,,,1,0,0.0,0.0,0.0,0.0,0.0,1.0
17,-13.64218481,40.4527586,2804.58588,84.51179976,CB,L,-2.01,54.9,5.89,4.12,-4.92,5.605,R,ball,5,2,2,after,0,0,0,0,,,,1,0,1.0,0.0,0.0,0.0,0.0,0.0
18,-2.868911611,41.90364819,2881.007366,83.63942061,CB,L,-1.95,54.84,5.85,4.0,-7.79,5.6610000000000005,R,ball,5,2,2,after,1,1,0,0,,,,1,0,1.0,0.0,0.0,0.0,0.0,0.0
19,-23.49916319,40.98225363,2639.54717,98.50063,FF,L,-2.28,54.41,5.68,-9.34,9.82,6.0889999999999995,R,ball,5,2,2,after,2,2,0,0,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
20,7.081191252999999,23.93017709,2909.523409,84.82902101,CB,R,-1.91,54.67,5.95,4.8,-7.91,5.832999999999999,R,called_strike,5,2,2,after,0,0,0,1,,,,0,1,1.0,0.0,0.0,0.0,0.0,0.0
21,7.862647967999999,20.70164462,2435.807941,90.17922431,CH,L,-1.94,53.96,5.61,-9.7,10.14,6.542000000000001,R,called_strike,5,2,2,after,0,0,0,2,,,,0,1,0.0,1.0,0.0,0.0,0.0,0.0
22,7.572638617000001,43.86035147,2721.158829,99.1691875,FF,L,-2.07,53.98,5.77,-8.74,11.19,6.525,R,ball,5,2,2,after,0,1,0,2,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
23,2.196886438,9.156530726,2049.130269,90.46313815,CH,L,-2.07,53.98,5.53,-11.52,5.69,6.519,R,ball,5,2,2,after,1,2,0,2,,,,1,0,0.0,1.0,0.0,0.0,0.0,0.0
24,9.014880048,20.00165087,2108.850966,89.31746327,CH,L,-1.97,54.2,5.69,-8.78,9.62,6.296,R,ball,5,2,2,after,0,0,0,1,,,,1,0,0.0,1.0,0.0,0.0,0.0,0.0
25,-6.335492177000001,22.00804926,2524.2183760000003,98.09033105,FF,L,-2.08,54.04,5.71,-9.1,9.36,6.457000000000001,R,called_strike,5,2,2,after,0,0,1,2,,,,0,1,0.0,0.0,0.0,1.0,0.0,0.0
26,-11.68835762,49.45263109,2922.9252699999997,83.79993776,CB,L,-2.02,54.83,5.84,5.25,-8.21,5.665,R,ball,5,2,2,after,0,1,1,2,,,,1,0,1.0,0.0,0.0,0.0,0.0,0.0
27,11.4953211,26.62771478,2577.834366,87.1922835,SL,R,-2.04,54.54,5.92,1.07,0.67,5.962999999999999,R,ball,5,2,2,after,0,0,1,0,,,,1,0,0.0,0.0,0.0,0.0,0.0,1.0
28,8.295004184,39.71042603,2571.078829,97.62200741,FF,R,-1.87,54.22,5.88,-7.64,10.21,6.2829999999999995,R,ball,5,2,2,after,1,1,1,0,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
29,14.65179408,36.28952231,2695.963299,98.99062656,FF,R,-1.78,54.42,5.99,-8.22,10.27,6.082000000000001,R,ball,5,2,2,after,2,2,1,0,,,,1,0,0.0,0.0,0.0,1.0,0.0,0.0
